# HD 209458, TESS 2-minute cadence, TESS Sector 56
# time is days from the first measurement, flux is normalised
time,flux
1.540274,0.9847629
1.541663,0.9846133
1.543052,0.9846191
1.544441,0.9846874
1.545830,0.9849777
1.547219,0.9847371
1.548608,0.9851182
1.549996,0.9855629
1.551385,0.9843663
1.552774,0.9851572
1.554163,0.9855106
1.555552,0.9853728
1.556941,0.9855051
1.558330,0.9860957
1.559719,0.9868118
1.561107,0.9860858
1.562496,0.9866235
1.563885,0.9874007
1.565274,0.9874251
1.566663,0.9887699
1.568052,0.9891418
1.569441,0.9903271
1.570830,0.9921547
1.572219,0.9935754
1.573607,0.9948315
1.574996,0.9956353
1.576385,0.9964703
1.577774,0.9979723
1.579163,0.9989230
1.580552,0.9996591
1.581941,1.0001064
1.583330,1.0000691
1.584718,1.0002785
1.586107,1.0001212
1.587496,0.9993486
1.588885,0.9997396
1.590274,0.9998797
1.591663,0.9999052
1.593052,0.9999895
1.594441,1.0001176
1.595830,1.0004280
1.597218,1.0002605
1.598607,1.0002217
1.599996,1.0005769
1.601385,0.9995105
1.602774,1.0001014
1.604163,0.9999626
1.605552,1.0003379
1.606941,1.0001723
1.608329,0.9997665
1.609718,0.9996829
1.611107,1.0000476
1.612496,1.0003187
1.613885,0.9997006
1.615274,1.0001465
1.616663,1.0004809
1.618052,0.9999439
1.619441,1.0001290
1.620829,1.0000081
1.622218,0.9997136
1.623607,1.0004858
1.624996,0.9999044
1.626385,0.9999582
1.627774,1.0005193
1.629163,1.0002436
1.630552,1.0000484
1.631940,0.9999168
1.633329,1.0003785
1.634718,1.0000872
1.636107,1.0001597
1.637496,1.0002459
1.638885,1.0000649
1.640274,1.0006055
1.641663,1.0001070
1.643052,1.0002001
1.644440,1.0002073
1.645829,0.9998639
1.647218,1.0000635
1.648607,0.9998089
1.649996,0.9997505
1.651385,0.9998775
1.652774,0.9997305
1.654163,1.0000118
1.655551,1.0006732
1.656940,0.9997859
1.658329,0.9999936
1.659718,1.0002868
1.661107,1.0001333
1.662496,1.0000402
1.663885,0.9998348
1.665274,1.0000436
1.666663,0.9998201
1.668051,0.9997763
1.669440,0.9998334
1.670829,1.0001538
1.672218,1.0001962
1.673607,1.0005517
1.674996,1.0000339
1.676385,0.9998181
